frequency_hz,comparison_runs_ekf_pr_doppler_diverged_epochs,comparison_runs_ekf_pr_doppler_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_doppler_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_doppler_mean_innovation_pr_m,comparison_runs_ekf_pr_doppler_mean_innovation_rr_mps,comparison_runs_ekf_pr_doppler_mean_position_error_3d_m,comparison_runs_ekf_pr_doppler_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_doppler_prediction_only_epochs,comparison_runs_ekf_pr_only_diverged_epochs,comparison_runs_ekf_pr_only_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_only_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_only_mean_innovation_pr_m,comparison_runs_ekf_pr_only_mean_position_error_3d_m,comparison_runs_ekf_pr_only_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_only_prediction_only_epochs,comparison_runs_epoch_wls_mean_clock_bias_abs_error_m,comparison_runs_epoch_wls_mean_position_error_3d_m,comparison_runs_epoch_wls_mean_residual_rms_m,comparison_runs_epoch_wls_valid_epochs,degradation_window_s_end_s,degradation_window_s_start_s,ekf_pr_doppler_mean_clock_bias_error_m,ekf_pr_doppler_mean_clock_drift_error_mps,ekf_pr_doppler_mean_innovation_pr_m,ekf_pr_doppler_mean_innovation_rr_mps,ekf_pr_doppler_mean_position_error_3d_m,ekf_pr_doppler_mean_velocity_error_3d_mps,ekf_pr_doppler_prediction_only_epochs,ekf_pr_only_mean_clock_bias_error_m,ekf_pr_only_mean_clock_drift_error_mps,ekf_pr_only_mean_innovation_pr_m,ekf_pr_only_mean_position_error_3d_m,ekf_pr_only_mean_velocity_error_3d_mps,ekf_pr_only_prediction_only_epochs,epoch_wls_mean_position_error_3d_m,epoch_wls_mean_residual_rms_m,legacy_dynamic_range_rate_sigma_100ms_mps,legacy_effective_pseudorange_bias_m,legacy_effective_pseudorange_rmse_m,legacy_effective_pseudorange_sigma_100ms_m,legacy_effective_pseudorange_sigma_1s_m,legacy_tau_g_median_m,legacy_tau_g_span_m,time_axes_navigation_rate_hz,time_axes_num_navigation_epochs,time_axes_receiver_sample_rate_hz,time_axes_tracking_output_rate_hz
24000000000.0,0.0,29090.03627059184,3182.2580219939996,9361.917625477283,986.7519267871436,42803.62806063264,4583.0521487321685,109.0,0.0,37918.58327208243,3861.3903102898735,18323.599505033882,49266.221293311515,5082.492632797283,109.0,6591.040301241046,9844.035742638185,4301.085441855537,110.0,12.693999000000002,10.077999000000002,29090.03627059184,3182.2580219939996,9361.917625477283,986.7519267871436,42803.62806063264,4583.0521487321685,109.0,37918.58327208243,3861.3903102898735,18323.599505033882,49266.221293311515,5082.492632797283,109.0,9844.035742638185,4301.085441855537,33.151191080521656,-1048.6631438022016,1976.8356292687724,2089.7684697622035,1841.4764800959365,0.14396505238554297,0.035149334454639136,10.0,219.0,500000.0,1000.0000000001102
24500000000.0,0.0,13958.847045906401,1079.5727246765175,6338.7589785189075,327.33834560043715,20505.198028724975,1662.3929615386558,96.0,0.0,15990.017502955674,1241.3230420411642,10351.756165902576,31575.393371866176,2853.759210452036,96.0,7064.086253610217,11238.502276596811,3763.5484280522687,123.0,12.693999000000002,10.077999000000002,13958.847045906401,1079.5727246765175,6338.7589785189075,327.33834560043715,20505.198028724975,1662.3929615386558,96.0,15990.017502955674,1241.3230420411642,10351.756165902576,31575.393371866176,2853.759210452036,96.0,11238.502276596811,3763.5484280522687,34.20462792212944,-1142.5468277180448,2181.6811931150614,2276.3280235749107,2031.8074731333907,0.14379123484210427,0.03164430617929395,10.0,219.0,500000.0,1000.0000000001102
25000000000.0,0.0,50620.9967458948,5121.374218562067,13992.609497076906,1359.8497958094424,74263.84655833387,7502.458678193628,98.0,0.0,62226.58020932599,6013.281617631934,15892.197162188757,86803.76216892291,8418.825247219853,98.0,8670.769731758874,13003.951168085816,5128.886034529786,121.0,12.693999000000002,10.077999000000002,50620.9967458948,5121.374218562067,13992.609497076906,1359.8497958094424,74263.84655833387,7502.458678193628,98.0,62226.58020932599,6013.281617631934,15892.197162188757,86803.76216892291,8418.825247219853,98.0,13003.951168085816,5128.886034529786,33.73252796117411,-1190.2850294437706,2292.8317720036634,2341.7416639497874,2132.2164668900864,0.14361335547710524,0.031521221469752,10.0,219.0,500000.0,1000.0000000001102
25500000000.0,0.0,67010.02102999542,6793.078258212189,21295.5065746272,2544.957773200671,109414.34931566597,11418.695628438745,167.0,0.0,66610.6920172429,6755.918641321953,27017.209214200666,122027.16251448286,12461.982261650746,167.0,14740.49157959158,21782.924675881113,3805.1033209099937,52.0,12.693999000000002,10.077999000000002,67010.02102999542,6793.078258212189,21295.5065746272,2544.957773200671,109414.34931566597,11418.695628438745,167.0,66610.6920172429,6755.918641321953,27017.209214200666,122027.16251448286,12461.982261650746,167.0,21782.924675881113,3805.1033209099937,131.71175695296554,-6584.919178286938,7060.617731203422,3860.54309150344,3480.0389604129778,0.1434391609116793,0.03242647401875051,10.0,219.0,500000.0,1000.0000000001102
26000000000.0,0.0,84.15344229523542,1.2337494060389327,356.13264511574994,3.7845538878939227,86.15233379800188,0.7190308284148892,75.0,0.0,4033.3896705479606,500.0850394809155,1426.7093525004746,5393.514334229468,591.3310388631951,75.0,467.053982568151,688.3563313489495,241.4632591531195,144.0,12.693999000000002,10.077999000000002,84.15344229523542,1.2337494060389327,356.13264511574994,3.7845538878939227,86.15233379800188,0.7190308284148892,75.0,4033.3896705479606,500.0850394809155,1426.7093525004746,5393.514334229468,591.3310388631951,75.0,688.3563313489495,241.4632591531195,0.22864143971880427,-24.314659351659923,27.307257763602784,139.28051490439805,10.895131429346021,0.14328753486859538,0.03489602562900268,10.0,219.0,500000.0,1000.0000000001102
26500000000.0,0.0,53495.74600425797,5508.943185524899,11485.041982834951,1386.2775053042442,80463.75457143305,8400.322902788674,179.0,0.0,53647.34860039105,5521.000603764828,11627.760021982554,82036.11053044742,8518.908731527781,179.0,10926.71909567744,17393.778861855324,4536.728149263533,40.0,12.693999000000002,10.077999000000002,53495.74600425797,5508.943185524899,11485.041982834951,1386.2775053042442,80463.75457143305,8400.322902788674,179.0,53647.34860039105,5521.000603764828,11627.760021982554,82036.11053044742,8518.908731527781,179.0,17393.778861855324,4536.728149263533,127.32112902676346,-8134.544119139059,8989.09244796638,4702.412368373922,4578.7070903059675,0.14315686510121506,0.034552248359680765,10.0,219.0,500000.0,1000.0000000001102
27000000000.0,0.0,29.69765670702455,0.7161297388619308,370.31975365157,1.6924084729894806,57.3640178066329,0.18361512127139595,65.0,0.0,1153.2034286967453,138.7503584589263,545.8710798432046,1802.3158776351834,275.13462097642383,65.0,458.5212521711525,640.3176759697255,252.7676031599155,154.0,12.693999000000002,10.077999000000002,29.69765670702455,0.7161297388619308,370.31975365157,1.6924084729894806,57.3640178066329,0.18361512127139595,65.0,1153.2034286967453,138.7503584589263,545.8710798432046,1802.3158776351834,275.13462097642383,65.0,640.3176759697255,252.7676031599155,0.23497046665654708,-26.27237312504014,27.784414196089887,138.7511459384972,5.410851135589687,0.14303458697698096,0.03558413058308574,10.0,219.0,500000.0,1000.0000000001102
27500000000.0,0.0,171457.34357409488,16530.105326993755,50784.002284861104,6095.867139627722,247497.83798669025,24063.232489000173,168.0,0.0,172839.87568371426,16640.148323722482,60488.44327548609,251947.19995657224,24449.98382987648,168.0,22022.372585087276,31459.891383760412,5477.200590579597,51.0,12.693999000000002,10.077999000000002,171457.34357409488,16530.105326993755,50784.002284861104,6095.867139627722,247497.83798669025,24063.232489000173,168.0,172839.87568371426,16640.148323722482,60488.44327548609,251947.19995657224,24449.98382987648,168.0,31459.891383760412,5477.200590579597,119.68562328737859,-6913.233683121114,8341.989346308712,5409.12529831786,5301.60922914342,0.1429170514486534,0.033956230785823605,10.0,219.0,500000.0,1000.0000000001102
28000000000.0,0.0,254.6214692605815,0.8289012453771356,347.6649400818225,1.1549628648290677,318.93066511474467,0.4508411461316495,62.0,0.0,275.5936965990876,56.23929069981102,367.82143237695806,468.5035423470367,117.18807554279876,62.0,397.62474910401437,575.8704936220523,222.44768857499838,157.0,12.693999000000002,10.077999000000002,254.6214692605815,0.8289012453771356,347.6649400818225,1.1549628648290677,318.93066511474467,0.4508411461316495,62.0,275.5936965990876,56.23929069981102,367.82143237695806,468.5035423470367,117.18807554279876,62.0,575.8704936220523,222.44768857499838,0.21808700112892324,-25.29492964967265,26.71904488641763,138.71390996735104,3.752930385685046,0.14280111205347043,0.03293884628870569,10.0,219.0,500000.0,1000.0000000001102
28500000000.0,0.0,362559.5270170834,33649.201303769,75579.04432629478,8646.464121092726,554964.4732025148,50952.1618872197,162.0,0.0,367010.8962566718,34010.4977755642,85337.11735532629,546779.8635088834,50101.02963270294,162.0,35880.16967123973,48921.461208479355,9971.31814034419,57.0,12.693999000000002,10.077999000000002,362559.5270170834,33649.201303769,75579.04432629478,8646.464121092726,554964.4732025148,50952.1618872197,162.0,367010.8962566718,34010.4977755642,85337.11735532629,546779.8635088834,50101.02963270294,162.0,48921.461208479355,9971.31814034419,116.34285536325032,-14212.237594459011,16763.926714727157,10528.60342460138,10263.988788009136,0.1426984032177503,0.03256372609720781,10.0,219.0,500000.0,1000.0000000001102
29000000000.0,0.0,17.50826162193076,0.8962142257215535,399.8254887401955,3.056669923378381,68.19594562501781,0.925665344430985,68.0,0.0,5191.9986238734145,662.6974619874075,1821.015366275726,7270.67194178106,897.4926807564788,68.0,383.35061547439665,563.7155959640952,290.44016399911595,151.0,12.693999000000002,10.077999000000002,17.50826162193076,0.8962142257215535,399.8254887401955,3.056669923378381,68.19594562501781,0.925665344430985,68.0,5191.9986238734145,662.6974619874075,1821.015366275726,7270.67194178106,897.4926807564788,68.0,563.7155959640952,290.44016399911595,0.2139354626134738,-24.847258637151047,26.252269222204607,140.62543689542588,5.435196571841039,0.1425978357416411,0.029813338168063225,10.0,219.0,500000.0,1000.0000000001102
29500000000.0,0.0,176945.88196315357,16843.884174376806,45563.80742053174,4885.608538343203,280025.6293504176,26906.510314711275,163.0,0.0,178186.9560542481,16944.665566575186,52495.841571835845,292204.9225840008,27887.395249528567,163.0,18012.75615165606,29235.7290210133,6707.567397573715,56.0,12.693999000000002,10.077999000000002,176945.88196315357,16843.884174376806,45563.80742053174,4885.608538343203,280025.6293504176,26906.510314711275,163.0,178186.9560542481,16944.665566575186,52495.841571835845,292204.9225840008,27887.395249528567,163.0,29235.7290210133,6707.567397573715,114.64606045050583,-7811.353836150225,9143.427241973823,5996.228217424646,5655.199543504208,0.14250169872900492,0.027127120556470263,10.0,219.0,500000.0,1000.0000000001102
30000000000.0,0.0,63.045393887456555,1.1105231845004275,380.68065543484835,1.378485559070645,145.77395475169928,0.6338362409044079,68.0,0.0,3258.931665226904,439.68285733548856,1164.8499636206154,4570.037181190222,633.755581398208,68.0,423.1826304003043,641.5026252427804,259.42008899002934,151.0,12.693999000000002,10.077999000000002,63.045393887456555,1.1105231845004275,380.68065543484835,1.378485559070645,145.77395475169928,0.6338362409044079,68.0,3258.931665226904,439.68285733548856,1164.8499636206154,4570.037181190222,633.755581398208,68.0,641.5026252427804,259.42008899002934,0.2124665235178343,-25.815090125115702,27.656592273032988,138.8365440567469,6.333487170786658,0.14241125440985955,0.024174136055817946,10.0,219.0,500000.0,1000.0000000001102
30500000000.0,0.0,18.3683955198962,0.7674717937000122,358.90843980749236,2.059322693055187,35.339679761509636,0.17844129478288104,66.0,0.0,335.8762807727743,47.991674343419454,426.82714687460134,442.6801666855112,95.78661640369879,66.0,448.37974341399166,650.1073731226576,270.2589230711947,153.0,12.693999000000002,10.077999000000002,18.3683955198962,0.7674717937000122,358.90843980749236,2.059322693055187,35.339679761509636,0.17844129478288104,66.0,335.8762807727743,47.991674343419454,426.82714687460134,442.6801666855112,95.78661640369879,66.0,650.1073731226576,270.2589230711947,0.2024261408941888,-25.163990451368008,27.41973241831178,138.84680693205274,7.684625399625358,0.1423286663686325,0.02179152687690525,10.0,219.0,500000.0,1000.0000000001102
31000000000.0,0.0,102287.58800546356,8281.961142684833,36395.170568806956,3651.243114993063,170892.21156450603,13989.99538770585,172.0,0.0,101287.31815507663,8190.332081816522,45970.65151128574,194248.26064941034,16014.50389696735,172.0,20062.794195561455,28354.78400187991,5596.898098906762,47.0,12.693999000000002,10.077999000000002,102287.58800546356,8281.961142684833,36395.170568806956,3651.243114993063,170892.21156450603,13989.99538770585,172.0,101287.31815507663,8190.332081816522,45970.65151128574,194248.26064941034,16014.50389696735,172.0,28354.78400187991,5596.898098906762,108.7031844228196,-8514.339539090875,9581.815272209113,5151.713394196326,5096.59909748982,0.14225104260130628,0.01991696386573144,10.0,219.0,500000.0,1000.0000000001102
