frequency_hz,comparison_runs_ekf_pr_doppler_diverged_epochs,comparison_runs_ekf_pr_doppler_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_doppler_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_doppler_mean_innovation_pr_m,comparison_runs_ekf_pr_doppler_mean_innovation_rr_mps,comparison_runs_ekf_pr_doppler_mean_position_error_3d_m,comparison_runs_ekf_pr_doppler_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_doppler_prediction_only_epochs,comparison_runs_ekf_pr_only_diverged_epochs,comparison_runs_ekf_pr_only_mean_clock_bias_abs_error_m,comparison_runs_ekf_pr_only_mean_clock_drift_abs_error_mps,comparison_runs_ekf_pr_only_mean_innovation_pr_m,comparison_runs_ekf_pr_only_mean_position_error_3d_m,comparison_runs_ekf_pr_only_mean_velocity_error_3d_mps,comparison_runs_ekf_pr_only_prediction_only_epochs,comparison_runs_epoch_wls_mean_clock_bias_abs_error_m,comparison_runs_epoch_wls_mean_position_error_3d_m,comparison_runs_epoch_wls_mean_residual_rms_m,comparison_runs_epoch_wls_valid_epochs,degradation_window_s_end_s,degradation_window_s_start_s,ekf_pr_doppler_mean_clock_bias_error_m,ekf_pr_doppler_mean_clock_drift_error_mps,ekf_pr_doppler_mean_innovation_pr_m,ekf_pr_doppler_mean_innovation_rr_mps,ekf_pr_doppler_mean_position_error_3d_m,ekf_pr_doppler_mean_velocity_error_3d_mps,ekf_pr_doppler_prediction_only_epochs,ekf_pr_only_mean_clock_bias_error_m,ekf_pr_only_mean_clock_drift_error_mps,ekf_pr_only_mean_innovation_pr_m,ekf_pr_only_mean_position_error_3d_m,ekf_pr_only_mean_velocity_error_3d_mps,ekf_pr_only_prediction_only_epochs,epoch_wls_mean_position_error_3d_m,epoch_wls_mean_residual_rms_m,legacy_dynamic_range_rate_sigma_100ms_mps,legacy_effective_pseudorange_bias_m,legacy_effective_pseudorange_rmse_m,legacy_effective_pseudorange_sigma_100ms_m,legacy_effective_pseudorange_sigma_1s_m,legacy_tau_g_median_m,legacy_tau_g_span_m,time_axes_navigation_rate_hz,time_axes_num_navigation_epochs,time_axes_receiver_sample_rate_hz,time_axes_tracking_output_rate_hz
24000000000.0,0.0,85474.88229750929,9097.759288743955,23538.6696193124,2791.657141693033,125272.57723156181,13395.50822340555,46.0,0.0,144748.62618805177,13490.48446968515,47205.04726041321,205594.19685547275,19520.953467317377,46.0,5904.618232767237,9079.651480371842,5217.321804398302,173.0,12.693999000000002,10.077999000000002,85474.88229750929,9097.759288743955,23538.6696193124,2791.657141693033,125272.57723156181,13395.50822340555,46.0,144748.62618805177,13490.48446968515,47205.04726041321,205594.19685547275,19520.953467317377,46.0,9079.651480371842,5217.321804398302,33.93865951147107,-1120.0345795037922,2207.5161085108243,2255.0973346836618,2062.9236002922576,0.14396505238554297,0.035149334454639136,10.0,219.0,500000.0,1000.0000000001102
24500000000.0,0.0,2968.629111649257,16.151593465420238,8480.689254716735,443.29518405601993,3993.182216254836,559.4976454083721,47.0,0.0,3322.572770807668,18.375494549632496,27086.822148298612,51745.473961511365,6985.991032256647,47.0,6796.794018684207,11009.625154183754,6646.08142923508,172.0,12.693999000000002,10.077999000000002,2968.629111649257,16.151593465420238,8480.689254716735,443.29518405601993,3993.182216254836,559.4976454083721,47.0,3322.572770807668,18.375494549632496,27086.822148298612,51745.473961511365,6985.991032256647,47.0,11009.625154183754,6646.08142923508,34.391282253590994,-1269.7009134645052,2474.1969272662373,2437.9038454078463,2291.127663006731,0.14379123484210427,0.03164430617929395,10.0,219.0,500000.0,1000.0000000001102
25000000000.0,0.0,146.71963617096608,0.42828268169899275,502.94283999004244,1.7809965136788466,226.67594615772344,0.3501525485370184,1.0,0.0,1705.3448738160578,318.4731331507497,878.5722921228116,2354.839157498899,430.88790691473116,1.0,377.9366214112458,525.301907413153,376.42411614128525,218.0,12.693999000000002,10.077999000000002,146.71963617096608,0.42828268169899275,502.94283999004244,1.7809965136788466,226.67594615772344,0.3501525485370184,1.0,1705.3448738160578,318.4731331507497,878.5722921228116,2354.839157498899,430.88790691473116,1.0,525.301907413153,376.42411614128525,0.1351132148291149,-17.29149822086733,20.121880967876617,149.8245570740939,8.09926980162491,0.14361335547710524,0.031521221469752,10.0,219.0,500000.0,1000.0000000001102
25500000000.0,0.0,57.71123316569246,0.49888698967105133,441.8730987488037,0.51236374157596,54.2720397167051,0.09356678615309282,0.0,0.0,1436.0811494181612,225.06100011278303,692.6268735286548,2011.6712522482044,321.6918719999887,0.0,339.96990772888523,470.79033659476204,335.8795269297727,219.0,12.693999000000002,10.077999000000002,57.71123316569246,0.49888698967105133,441.8730987488037,0.51236374157596,54.2720397167051,0.09356678615309282,0.0,1436.0811494181612,225.06100011278303,692.6268735286548,2011.6712522482044,321.6918719999887,0.0,470.79033659476204,335.8795269297727,0.0334531249226742,-16.159689099963288,19.937071130606807,150.01050073610483,9.957870645939385,0.1434391609116793,0.03242647401875051,10.0,219.0,500000.0,1000.0000000001102
26000000000.0,0.0,38.150493491783266,0.4888804372125038,444.4279445043005,5.286244555783587,33.948051488855434,0.07528963525337183,0.0,0.0,5326.155277160241,900.4649839953745,2100.886669243413,7134.112570918584,1083.8888114161496,0.0,377.3052431626731,509.8648202204702,321.7530080955662,219.0,12.693999000000002,10.077999000000002,38.150493491783266,0.4888804372125038,444.4279445043005,5.286244555783587,33.948051488855434,0.07528963525337183,0.0,5326.155277160241,900.4649839953745,2100.886669243413,7134.112570918584,1083.8888114161496,0.0,509.8648202204702,321.7530080955662,0.02101292834076523,-13.861634932600506,15.635374841748426,150.942837569639,5.121469158867844,0.14328753486859538,0.03489602562900268,10.0,219.0,500000.0,1000.0000000001102
26500000000.0,0.0,26.721744521143755,0.45229311168242226,407.3665687480332,1.1621846291495237,21.701346013740405,0.03926775842952665,0.0,0.0,3773.720262840956,662.5281993331719,1300.431506769256,5301.357074373534,945.1373840813322,0.0,334.1686253409061,465.40090568065597,296.4767746761065,219.0,12.693999000000002,10.077999000000002,26.721744521143755,0.45229311168242226,407.3665687480332,1.1621846291495237,21.701346013740405,0.03926775842952665,0.0,3773.720262840956,662.5281993331719,1300.431506769256,5301.357074373534,945.1373840813322,0.0,465.40090568065597,296.4767746761065,0.021839793503123327,-15.668503016574036,17.107913653041624,149.75033458017072,4.27292410904464,0.14315686510121506,0.034552248359680765,10.0,219.0,500000.0,1000.0000000001102
27000000000.0,0.0,18.168255542323923,0.4373138634805012,482.11415330690414,0.8222582930545788,5.862991473068282,0.01926598748891523,0.0,0.0,1532.465204783163,252.927946057745,776.033081870105,2245.128852317199,413.06241122526984,0.0,353.630550003722,488.88829685768235,364.1205649091789,219.0,12.693999000000002,10.077999000000002,18.168255542323923,0.4373138634805012,482.11415330690414,0.8222582930545788,5.862991473068282,0.01926598748891523,0.0,1532.465204783163,252.927946057745,776.033081870105,2245.128852317199,413.06241122526984,0.0,488.88829685768235,364.1205649091789,0.016788456977980714,-15.24387861525847,17.281015661123913,149.89920710545647,5.391995241376684,0.14303458697698096,0.03558413058308574,10.0,219.0,500000.0,1000.0000000001102
27500000000.0,0.0,22.361477455545014,0.4336905811141708,437.6842206778274,3.7477029835295785,23.180681043401048,0.04239108594462126,0.0,0.0,6233.96931058682,1092.4863142889385,2241.417412507611,8926.907822843417,1647.8716094063984,0.0,373.4683986814726,485.85058807894495,347.60845362800706,219.0,12.693999000000002,10.077999000000002,22.361477455545014,0.4336905811141708,437.6842206778274,3.7477029835295785,23.180681043401048,0.04239108594462126,0.0,6233.96931058682,1092.4863142889385,2241.417412507611,8926.907822843417,1647.8716094063984,0.0,485.85058807894495,347.60845362800706,0.01396528274616287,-13.690937193410933,15.333528989043593,150.09670115942276,4.231218116582304,0.1429170514486534,0.033956230785823605,10.0,219.0,500000.0,1000.0000000001102
28000000000.0,0.0,43.01346901589714,0.41235121042832107,374.26647620258075,1.8315437791409468,35.7898041881021,0.061146143819830336,0.0,0.0,3110.8011412917003,495.96070674651867,1076.4327837672147,4515.236910323986,829.2952192106912,0.0,307.4231213982303,425.6509955132021,262.0224922195818,219.0,12.693999000000002,10.077999000000002,43.01346901589714,0.41235121042832107,374.26647620258075,1.8315437791409468,35.7898041881021,0.061146143819830336,0.0,3110.8011412917003,495.96070674651867,1076.4327837672147,4515.236910323986,829.2952192106912,0.0,425.6509955132021,262.0224922195818,0.01533744627405532,-13.900168830374563,15.694492894958914,150.2309536329302,5.253852127772777,0.14280111205347043,0.03293884628870569,10.0,219.0,500000.0,1000.0000000001102
28500000000.0,0.0,27.24130315909396,0.41912093733010813,401.3698554914704,1.7942199660527447,18.142264905100614,0.05140828652096243,0.0,0.0,4428.704949746442,770.9957082849505,1550.0153323931484,6295.151892365209,1113.0080670158507,0.0,299.76494746036366,433.9010670681525,284.23247973936606,219.0,12.693999000000002,10.077999000000002,27.24130315909396,0.41912093733010813,401.3698554914704,1.7942199660527447,18.142264905100614,0.05140828652096243,0.0,4428.704949746442,770.9957082849505,1550.0153323931484,6295.151892365209,1113.0080670158507,0.0,433.9010670681525,284.23247973936606,0.01685400691331157,-15.83879990300297,17.75667589608381,150.4989831264201,5.848960583279017,0.1426984032177503,0.03256372609720781,10.0,219.0,500000.0,1000.0000000001102
29000000000.0,0.0,34.65570010668799,0.4126602313610084,434.58132882579605,2.543681250279307,9.810872712597062,0.03147554207653729,1.0,0.0,4251.736228022684,741.1402897094582,1608.256543387853,5901.973031855814,980.7089511389166,1.0,305.55962549948157,420.91781427442265,330.4358179650922,218.0,12.693999000000002,10.077999000000002,34.65570010668799,0.4126602313610084,434.58132882579605,2.543681250279307,9.810872712597062,0.03147554207653729,1.0,4251.736228022684,741.1402897094582,1608.256543387853,5901.973031855814,980.7089511389166,1.0,420.91781427442265,330.4358179650922,0.018124076167850122,-15.344137740463676,17.078303959046476,149.67968997399038,4.648003175435766,0.1425978357416411,0.029813338168063225,10.0,219.0,500000.0,1000.0000000001102
29500000000.0,0.0,91.26845238193654,0.4043732040608185,454.6376000431032,3.2028402315607867,78.28178149633105,0.10010959731877704,0.0,0.0,3937.2949166675594,771.8932862342024,1531.9130743054384,5412.30609877069,1017.2612819459123,0.0,331.739404246559,461.64324029679443,326.4667690182813,219.0,12.693999000000002,10.077999000000002,91.26845238193654,0.4043732040608185,454.6376000431032,3.2028402315607867,78.28178149633105,0.10010959731877704,0.0,3937.2949166675594,771.8932862342024,1531.9130743054384,5412.30609877069,1017.2612819459123,0.0,461.64324029679443,326.4667690182813,0.01358991297116614,-14.206370615504479,15.855741442632969,149.2081986217099,4.249753581601732,0.14250169872900492,0.027127120556470263,10.0,219.0,500000.0,1000.0000000001102
30000000000.0,0.0,39.55394887505571,0.3990895033460398,478.2660146992067,1.335555575931383,22.81985622847672,0.03667702374159023,0.0,0.0,1040.1086319161109,199.30575283134897,693.2491990943167,1576.5822737151111,351.90236135021706,0.0,331.9027115808882,461.88977704485205,364.11000194271935,219.0,12.693999000000002,10.077999000000002,39.55394887505571,0.3990895033460398,478.2660146992067,1.335555575931383,22.81985622847672,0.03667702374159023,0.0,1040.1086319161109,199.30575283134897,693.2491990943167,1576.5822737151111,351.90236135021706,0.0,461.88977704485205,364.11000194271935,0.013648904602468202,-14.469574996493497,16.273189600878304,149.9213341960302,5.08822868292426,0.14241125440985955,0.024174136055817946,10.0,219.0,500000.0,1000.0000000001102
30500000000.0,0.0,65.7805255416971,0.398086379524447,449.66387523555613,1.8284126298418943,40.01009535480368,0.05578094662602711,0.0,0.0,1272.1988061985005,254.700741655739,755.7876327240349,1893.4779800164472,441.35442434832726,0.0,323.2555866275779,442.4009027498596,346.8208496013946,219.0,12.693999000000002,10.077999000000002,65.7805255416971,0.398086379524447,449.66387523555613,1.8284126298418943,40.01009535480368,0.05578094662602711,0.0,1272.1988061985005,254.700741655739,755.7876327240349,1893.4779800164472,441.35442434832726,0.0,442.4009027498596,346.8208496013946,0.014980621465178433,-14.934959240593649,16.8039761574125,150.37428616407635,5.3036439644865565,0.1423286663686325,0.02179152687690525,10.0,219.0,500000.0,1000.0000000001102
31000000000.0,0.0,82.84081483238187,0.3607854922590772,399.25496304188414,2.242368059265465,78.13568524257458,0.10092526510897903,0.0,0.0,375.0829979969257,21.147870180936554,455.6275129308115,556.5355810697486,238.2478334784647,0.0,290.09600760747014,401.4702927094087,286.4526245962462,219.0,12.693999000000002,10.077999000000002,82.84081483238187,0.3607854922590772,399.25496304188414,2.242368059265465,78.13568524257458,0.10092526510897903,0.0,375.0829979969257,21.147870180936554,455.6275129308115,556.5355810697486,238.2478334784647,0.0,401.4702927094087,286.4526245962462,0.015724418125802858,-15.438171609857653,17.266454049928722,150.35034330154096,5.350442900096282,0.14225104260130628,0.01991696386573144,10.0,219.0,500000.0,1000.0000000001102
